Id,task_1,task_2
data/test/melanoma/ISIC_0014663.jpg,-0.20644521713256836,-0.2681019604206085
data/test/melanoma/ISIC_0013739.jpg,-0.3468908965587616,-0.4096904695034027
data/test/melanoma/ISIC_0013766.jpg,-0.30078718066215515,-0.3872537314891815
data/test/melanoma/ISIC_0014103.jpg,-0.32944178581237793,-0.36259958148002625
data/test/melanoma/ISIC_0014369.jpg,-0.3757794201374054,-0.44901904463768005
data/test/melanoma/ISIC_0014434.jpg,-0.45827364921569824,-0.4703194499015808
data/test/melanoma/ISIC_0013813.jpg,-0.2613224983215332,-0.3062621057033539
data/test/melanoma/ISIC_0013615.jpg,-0.36868709325790405,-0.4205653667449951
data/test/melanoma/ISIC_0014489.jpg,-0.23110321164131165,-0.36696216464042664
data/test/melanoma/ISIC_0014542.jpg,-0.39271342754364014,-0.2827908992767334
data/test/melanoma/ISIC_0014478.jpg,-0.28982609510421753,-0.34901225566864014
data/test/melanoma/ISIC_0014270.jpg,-0.33393383026123047,-0.3972332179546356
data/test/melanoma/ISIC_0014129.jpg,-0.29053959250450134,-0.32961079478263855
data/test/melanoma/ISIC_0014506.jpg,-0.3159925937652588,-0.282725065946579
data/test/melanoma/ISIC_0013767.jpg,-0.32839488983154297,-0.3268866240978241
data/test/melanoma/ISIC_0013577.jpg,-0.39259594678878784,-0.39912861585617065
data/test/melanoma/ISIC_0014255.jpg,-0.49690699577331543,-0.5192275643348694
data/test/melanoma/ISIC_0014319.jpg,-0.34755414724349976,-0.4229772984981537
data/test/melanoma/ISIC_0013867.jpg,-0.2679402530193329,-0.3430419862270355
data/test/melanoma/ISIC_0013678.jpg,-0.25022050738334656,-0.2575860917568207
data/test/melanoma/ISIC_0013588.jpg,-0.2969048321247101,-0.2861787974834442
data/test/melanoma/ISIC_0013987.jpg,-0.34371599555015564,-0.3260590136051178
data/test/melanoma/ISIC_0013814.jpg,-0.26425668597221375,-0.33558788895606995
data/test/melanoma/ISIC_0014219.jpg,-0.3222455084323883,-0.3847546875476837
data/test/melanoma/ISIC_0013988.jpg,-0.2849498689174652,-0.30291929841041565
data/test/melanoma/ISIC_0014160.jpg,-0.35167932510375977,-0.349516898393631
data/test/melanoma/ISIC_0014336.jpg,-0.31324177980422974,-0.23560912907123566
data/test/melanoma/ISIC_0014186.jpg,-0.35249170660972595,-0.38538089394569397
data/test/melanoma/ISIC_0013908.jpg,-0.3688986897468567,-0.29671165347099304
data/test/melanoma/ISIC_0013617.jpg,-0.23768794536590576,-0.3547702431678772
data/test/melanoma/ISIC_0015180.jpg,-0.32643574476242065,-0.28580644726753235
data/test/melanoma/ISIC_0015142.jpg,-0.31200236082077026,-0.317228227853775
data/test/melanoma/ISIC_0014928.jpg,-0.28788623213768005,-0.264419287443161
data/test/melanoma/ISIC_0014862.jpg,-0.2024751603603363,-0.3193165361881256
data/test/melanoma/ISIC_0014727.jpg,-0.4199662208557129,-0.29365304112434387
data/test/melanoma/ISIC_0014912.jpg,-0.24010419845581055,-0.24024884402751923
data/test/melanoma/ISIC_0014800.jpg,-0.19407781958580017,-0.3156711757183075
data/test/melanoma/ISIC_0014790.jpg,-0.2922797203063965,-0.2528846561908722
data/test/melanoma/ISIC_0014772.jpg,-0.2635573148727417,-0.2875649929046631
data/test/melanoma/ISIC_0014883.jpg,-0.4186621308326721,-0.47134649753570557
data/test/melanoma/ISIC_0015071.jpg,-0.40526920557022095,-0.40882474184036255
data/test/melanoma/ISIC_0014784.jpg,-0.2714930474758148,-0.29948538541793823
data/test/melanoma/ISIC_0014872.jpg,-0.29478180408477783,-0.43061092495918274
data/test/melanoma/ISIC_0015163.jpg,-0.3168651759624481,-0.5104065537452698
data/test/melanoma/ISIC_0015133.jpg,-0.42326122522354126,-0.40750667452812195
data/test/melanoma/ISIC_0015136.jpg,-0.292702317237854,-0.29175642132759094
data/test/melanoma/ISIC_0014703.jpg,-0.2715478837490082,-0.27878227829933167
data/test/melanoma/ISIC_0015185.jpg,-0.30913811922073364,-0.2897140383720398
data/test/melanoma/ISIC_0015041.jpg,-0.32793787121772766,-0.36638742685317993
data/test/melanoma/ISIC_0014695.jpg,-0.23950493335723877,-0.34683579206466675
data/test/melanoma/ISIC_0015004.jpg,-0.39304542541503906,-0.443110853433609
data/test/melanoma/ISIC_0014766.jpg,-0.2841058671474457,-0.37557926774024963
data/test/melanoma/ISIC_0015167.jpg,-0.28311508893966675,-0.3905620276927948
data/test/melanoma/ISIC_0014932.jpg,-0.36619630455970764,-0.30984437465667725
data/test/melanoma/ISIC_0015127.jpg,-0.18769827485084534,-0.2769201695919037
data/test/melanoma/ISIC_0014963.jpg,-0.33102551102638245,-0.37607184052467346
data/test/melanoma/ISIC_0015115.jpg,-0.24879252910614014,-0.3029082715511322
data/test/melanoma/ISIC_0014826.jpg,-0.43418431282043457,-0.4814174473285675
data/test/melanoma/ISIC_0015046.jpg,-0.3897402882575989,-0.3067001402378082
data/test/melanoma/ISIC_0015119.jpg,-0.372749388217926,-0.3876398205757141
data/test/melanoma/ISIC_0014982.jpg,-0.3018869459629059,-0.3484814763069153
data/test/melanoma/ISIC_0015050.jpg,-0.41206586360931396,-0.30203908681869507
data/test/melanoma/ISIC_0015156.jpg,-0.18820026516914368,-0.19071677327156067
data/test/melanoma/ISIC_0015132.jpg,-0.2411348521709442,-0.33972686529159546
data/test/melanoma/ISIC_0015193.jpg,-0.29685938358306885,-0.29368138313293457
data/test/melanoma/ISIC_0015206.jpg,-0.22558587789535522,-0.24241052567958832
data/test/melanoma/ISIC_0015229.jpg,-0.26199156045913696,-0.2322959303855896
data/test/melanoma/ISIC_0015251.jpg,-0.17139169573783875,-0.23802964389324188
data/test/nevus/ISIC_0014725.jpg,-0.28383898735046387,-0.33389151096343994
data/test/nevus/ISIC_0013897.jpg,-0.26674899458885193,-0.2917746305465698
data/test/nevus/ISIC_0012092.jpg,-0.49826839566230774,-0.41813722252845764
data/test/nevus/ISIC_0013738.jpg,-0.28345149755477905,-0.32699838280677795
data/test/nevus/ISIC_0014740.jpg,-0.23230531811714172,-0.2742425799369812
data/test/nevus/ISIC_0014117.jpg,-0.29847779870033264,-0.3624039590358734
data/test/nevus/ISIC_0014693.jpg,-0.24371588230133057,-0.25535789132118225
data/test/nevus/ISIC_0012654.jpg,-0.33532193303108215,-0.30051764845848083
data/test/nevus/ISIC_0012837.jpg,-0.3499158024787903,-0.4239741563796997
data/test/nevus/ISIC_0013325.jpg,-0.38120439648628235,-0.4507320821285248
data/test/nevus/ISIC_0012493.jpg,-0.47947198152542114,-0.5287761688232422
data/test/nevus/ISIC_0012484.jpg,-0.40288251638412476,-0.3103595972061157
data/test/nevus/ISIC_0012357.jpg,-0.31604230403900146,-0.34869661927223206
data/test/nevus/ISIC_0014749.jpg,-0.3993695378303528,-0.28843340277671814
data/test/nevus/ISIC_0014675.jpg,-0.09006643295288086,-0.24843312799930573
data/test/nevus/ISIC_0012904.jpg,-0.5469998121261597,-0.33040651679039
data/test/nevus/ISIC_0013966.jpg,-0.2204618752002716,-0.24550177156925201
data/test/nevus/ISIC_0014697.jpg,-0.3472321927547455,-0.264938086271286
data/test/nevus/ISIC_0014746.jpg,-0.261813223361969,-0.3606090247631073
data/test/nevus/ISIC_0013600.jpg,-0.29154834151268005,-0.27276185154914856
data/test/nevus/ISIC_0014765.jpg,-0.1692141890525818,-0.330061137676239
data/test/nevus/ISIC_0013230.jpg,-0.4102153778076172,-0.366714209318161
data/test/nevus/ISIC_0013911.jpg,-0.43994373083114624,-0.32962921261787415
data/test/nevus/ISIC_0014698.jpg,-0.30044299364089966,-0.26086124777793884
data/test/nevus/ISIC_0014470.jpg,-0.41277527809143066,-0.3049106299877167
data/test/nevus/ISIC_0013809.jpg,-0.2638625204563141,-0.4642002284526825
data/test/nevus/ISIC_0013512.jpg,-0.38415026664733887,-0.2731372117996216
data/test/nevus/ISIC_0012708.jpg,-0.4349450170993805,-0.3598500192165375
data/test/nevus/ISIC_0014720.jpg,-0.22814863920211792,-0.2579265236854553
data/test/nevus/ISIC_0012903.jpg,-0.4796934723854065,-0.40748393535614014
data/test/nevus/ISIC_0013998.jpg,-0.4017855226993561,-0.36322644352912903
data/test/nevus/ISIC_0013291.jpg,-0.4756828546524048,-0.39068707823753357
data/test/nevus/ISIC_0013511.jpg,-0.36047646403312683,-0.3451155722141266
data/test/nevus/ISIC_0013226.jpg,-0.18876758217811584,-0.25613269209861755
data/test/nevus/ISIC_0013164.jpg,-0.3871201276779175,-0.30701521039009094
data/test/nevus/ISIC_0014677.jpg,-0.33462223410606384,-0.359590083360672
data/test/nevus/ISIC_0014768.jpg,-0.2624457776546478,-0.3258812129497528
data/test/nevus/ISIC_0012941.jpg,-0.43757760524749756,-0.3744909465312958
data/test/nevus/ISIC_0014687.jpg,-0.26331180334091187,-0.29960182309150696
data/test/nevus/ISIC_0013529.jpg,-0.5005854368209839,-0.5259365439414978
data/test/nevus/ISIC_0014743.jpg,-0.34386298060417175,-0.41508567333221436
data/test/nevus/ISIC_0012147.jpg,-0.18880096077919006,-0.2775110602378845
data/test/nevus/ISIC_0014728.jpg,-0.2691156268119812,-0.38240018486976624
data/test/nevus/ISIC_0012149.jpg,-0.4175068140029907,-0.3067736327648163
data/test/nevus/ISIC_0012967.jpg,-0.2728944420814514,-0.4094724953174591
data/test/nevus/ISIC_0013399.jpg,-0.5612999200820923,-0.35885223746299744
data/test/nevus/ISIC_0013216.jpg,-0.436312735080719,-0.4639246165752411
data/test/nevus/ISIC_0013045.jpg,-0.46440085768699646,-0.4382953941822052
data/test/nevus/ISIC_0014753.jpg,-0.2975333631038666,-0.3928910195827484
data/test/nevus/ISIC_0013159.jpg,-0.31097790598869324,-0.4533222019672394
data/test/nevus/ISIC_0014755.jpg,-0.3690945506095886,-0.467197984457016
data/test/nevus/ISIC_0012722.jpg,-0.282135546207428,-0.40415772795677185
data/test/nevus/ISIC_0012836.jpg,-0.17986992001533508,-0.23784290254116058
data/test/nevus/ISIC_0014090.jpg,-0.30937206745147705,-0.43143031001091003
data/test/nevus/ISIC_0013794.jpg,-0.3821723461151123,-0.37012049555778503
data/test/nevus/ISIC_0013176.jpg,-0.37516093254089355,-0.4205191135406494
data/test/nevus/ISIC_0012216.jpg,-0.27212509512901306,-0.326118528842926
data/test/nevus/ISIC_0013070.jpg,-0.43414419889450073,-0.2908419072628021
data/test/nevus/ISIC_0014729.jpg,-0.42821061611175537,-0.39425772428512573
data/test/nevus/ISIC_0013891.jpg,-0.28018641471862793,-0.3239686191082001
data/test/nevus/ISIC_0013602.jpg,-0.41632455587387085,-0.36187732219696045
data/test/nevus/ISIC_0013109.jpg,-0.31896737217903137,-0.3263288140296936
data/test/nevus/ISIC_0012656.jpg,-0.4059681296348572,-0.4527027904987335
data/test/nevus/ISIC_0013416.jpg,-0.38865357637405396,-0.41041895747184753
data/test/nevus/ISIC_0012803.jpg,-0.2759152948856354,-0.2958314120769501
data/test/nevus/ISIC_0012095.jpg,-0.537197470664978,-0.46333011984825134
data/test/nevus/ISIC_0012551.jpg,-0.42205101251602173,-0.31569111347198486
data/test/nevus/ISIC_0013269.jpg,-0.3257024884223938,-0.47499579191207886
data/test/nevus/ISIC_0014773.jpg,-0.24632999300956726,-0.37185245752334595
data/test/nevus/ISIC_0012152.jpg,-0.3923323154449463,-0.3894154727458954
data/test/nevus/ISIC_0013191.jpg,-0.36464619636535645,-0.22420421242713928
data/test/nevus/ISIC_0014876.jpg,-0.4300224483013153,-0.40135830640792847
data/test/nevus/ISIC_0014854.jpg,-0.4426220953464508,-0.4470464289188385
data/test/nevus/ISIC_0014835.jpg,-0.2577524185180664,-0.37552034854888916
data/test/nevus/ISIC_0014780.jpg,-0.22959882020950317,-0.33607664704322815
data/test/nevus/ISIC_0014820.jpg,-0.2563802897930145,-0.3977294862270355
data/test/nevus/ISIC_0014807.jpg,-0.1888362467288971,-0.2034478336572647
data/test/nevus/ISIC_0014844.jpg,-0.264567106962204,-0.36300185322761536
data/test/nevus/ISIC_0014853.jpg,-0.366049587726593,-0.36907416582107544
data/test/nevus/ISIC_0014863.jpg,-0.34345924854278564,-0.3614348769187927
data/test/nevus/ISIC_0014786.jpg,-0.35345005989074707,-0.2805494964122772
data/test/nevus/ISIC_0014868.jpg,-0.25290241837501526,-0.22163693606853485
data/test/nevus/ISIC_0014867.jpg,-0.19072532653808594,-0.3550339341163635
data/test/nevus/ISIC_0014822.jpg,-0.3638051748275757,-0.41154900193214417
data/test/nevus/ISIC_0014787.jpg,-0.13482666015625,-0.2802375257015228
data/test/nevus/ISIC_0014798.jpg,-0.22084346413612366,-0.25930556654930115
data/test/nevus/ISIC_0014792.jpg,-0.3557707667350769,-0.3156560957431793
data/test/nevus/ISIC_0014833.jpg,-0.2552165687084198,-0.2443322092294693
data/test/nevus/ISIC_0014796.jpg,-0.2255019247531891,-0.3002551794052124
data/test/nevus/ISIC_0014814.jpg,-0.1954626739025116,-0.3074236810207367
data/test/nevus/ISIC_0014815.jpg,-0.20689445734024048,-0.28612998127937317
data/test/nevus/ISIC_0014879.jpg,-0.2761766016483307,-0.20820055902004242
data/test/nevus/ISIC_0014901.jpg,-0.3092486262321472,-0.39285892248153687
data/test/nevus/ISIC_0014907.jpg,-0.3591599762439728,-0.46360936760902405
data/test/nevus/ISIC_0014921.jpg,-0.32106417417526245,-0.45726683735847473
data/test/nevus/ISIC_0014910.jpg,-0.1868027150630951,-0.3548787236213684
data/test/nevus/ISIC_0014927.jpg,-0.3390390872955322,-0.4320661127567291
data/test/nevus/ISIC_0014938.jpg,-0.38614752888679504,-0.431120365858078
data/test/nevus/ISIC_0014936.jpg,-0.27488839626312256,-0.3072763979434967
data/test/nevus/ISIC_0014944.jpg,-0.2558773159980774,-0.2387702614068985
data/test/nevus/ISIC_0014941.jpg,-0.36307117342948914,-0.3710256516933441
data/test/nevus/ISIC_0014940.jpg,-0.34377193450927734,-0.4666605293750763
data/test/nevus/ISIC_0014942.jpg,-0.2821189761161804,-0.31907615065574646
data/test/nevus/ISIC_0014943.jpg,-0.26603963971138,-0.33927956223487854
data/test/nevus/ISIC_0014947.jpg,-0.5197390913963318,-0.5260253548622131
data/test/nevus/ISIC_0014948.jpg,-0.3036104440689087,-0.3274787962436676
data/test/nevus/ISIC_0014949.jpg,-0.25886809825897217,-0.35315030813217163
data/test/nevus/ISIC_0014952.jpg,-0.349746972322464,-0.358231782913208
data/test/nevus/ISIC_0014958.jpg,-0.4520137906074524,-0.4537109136581421
data/test/nevus/ISIC_0014959.jpg,-0.273861289024353,-0.296307772397995
data/test/nevus/ISIC_0014957.jpg,-0.29398447275161743,-0.3857448697090149
data/test/nevus/ISIC_0014955.jpg,-0.45243313908576965,-0.4446720480918884
data/test/nevus/ISIC_0014956.jpg,-0.3697458505630493,-0.3867516815662384
data/test/nevus/ISIC_0014961.jpg,-0.17388349771499634,-0.3387301564216614
data/test/nevus/ISIC_0014964.jpg,-0.3696110248565674,-0.39235803484916687
data/test/nevus/ISIC_0014962.jpg,-0.5343639850616455,-0.4103478193283081
data/test/nevus/ISIC_0014966.jpg,-0.22854873538017273,-0.27837467193603516
data/test/nevus/ISIC_0014968.jpg,-0.2359701693058014,-0.41883206367492676
data/test/nevus/ISIC_0014969.jpg,-0.37773215770721436,-0.4690474271774292
data/test/nevus/ISIC_0014973.jpg,-0.2957892417907715,-0.2434558868408203
data/test/nevus/ISIC_0014974.jpg,-0.2648219168186188,-0.24678753316402435
data/test/nevus/ISIC_0014998.jpg,-0.21397554874420166,-0.29634156823158264
data/test/nevus/ISIC_0014992.jpg,-0.22117191553115845,-0.34692874550819397
data/test/nevus/ISIC_0014977.jpg,-0.2326042652130127,-0.38310161232948303
data/test/nevus/ISIC_0015002.jpg,-0.2763993740081787,-0.3237411677837372
data/test/nevus/ISIC_0014994.jpg,-0.23764139413833618,-0.29707056283950806
data/test/nevus/ISIC_0015003.jpg,-0.3215285837650299,-0.23775790631771088
data/test/nevus/ISIC_0015035.jpg,-0.2389492392539978,-0.2797504663467407
data/test/nevus/ISIC_0015051.jpg,-0.17958322167396545,-0.35010531544685364
data/test/nevus/ISIC_0015057.jpg,-0.3736562430858612,-0.3058968186378479
data/test/nevus/ISIC_0015016.jpg,-0.2614845931529999,-0.36056044697761536
data/test/nevus/ISIC_0015009.jpg,-0.25864866375923157,-0.279200941324234
data/test/nevus/ISIC_0015008.jpg,-0.30985206365585327,-0.2970598638057709
data/test/nevus/ISIC_0015020.jpg,-0.3259757161140442,-0.3980073034763336
data/test/nevus/ISIC_0015118.jpg,-0.462645947933197,-0.5240741968154907
data/test/nevus/ISIC_0015026.jpg,-0.3125265836715698,-0.2701270282268524
data/test/nevus/ISIC_0015007.jpg,-0.271266371011734,-0.29380717873573303
data/test/nevus/ISIC_0015078.jpg,-0.3473631739616394,-0.2698184847831726
data/test/nevus/ISIC_0015034.jpg,-0.3643656373023987,-0.231318861246109
data/test/nevus/ISIC_0015031.jpg,-0.3560895323753357,-0.3051268756389618
data/test/nevus/ISIC_0015018.jpg,-0.3529618978500366,-0.2990371286869049
data/test/nevus/ISIC_0015023.jpg,-0.39303362369537354,-0.3704196810722351
data/test/nevus/ISIC_0015011.jpg,-0.28122419118881226,-0.4283091425895691
data/test/nevus/ISIC_0015089.jpg,-0.3482052683830261,-0.31705203652381897
data/test/nevus/ISIC_0015037.jpg,-0.2981947362422943,-0.332637220621109
data/test/nevus/ISIC_0015040.jpg,-0.22596868872642517,-0.2597254514694214
data/test/nevus/ISIC_0015060.jpg,-0.30547046661376953,-0.31452006101608276
data/test/nevus/ISIC_0015030.jpg,-0.22643312811851501,-0.26423776149749756
data/test/nevus/ISIC_0015130.jpg,-0.26968881487846375,-0.31683534383773804
data/test/nevus/ISIC_0015013.jpg,-0.30318206548690796,-0.43780019879341125
data/test/nevus/ISIC_0015056.jpg,-0.23803246021270752,-0.2698826193809509
data/test/nevus/ISIC_0015125.jpg,-0.3432238698005676,-0.41831937432289124
data/test/nevus/ISIC_0015015.jpg,-0.26652804017066956,-0.308980256319046
data/test/nevus/ISIC_0015064.jpg,-0.18934574723243713,-0.25642699003219604
data/test/nevus/ISIC_0015019.jpg,-0.20661771297454834,-0.3252103328704834
data/test/nevus/ISIC_0015021.jpg,-0.3059678375720978,-0.2619810402393341
data/test/nevus/ISIC_0015102.jpg,-0.37476885318756104,-0.37270858883857727
data/test/nevus/ISIC_0015129.jpg,-0.27397826313972473,-0.3452220559120178
data/test/nevus/ISIC_0015149.jpg,-0.16931211948394775,-0.23599927127361298
data/test/nevus/ISIC_0015175.jpg,-0.2719195485115051,-0.2853831350803375
data/test/nevus/ISIC_0015155.jpg,-0.3111386299133301,-0.24334846436977386
data/test/nevus/ISIC_0015146.jpg,-0.460931658744812,-0.4901917576789856
data/test/nevus/ISIC_0015140.jpg,-0.30413293838500977,-0.3097049593925476
data/test/nevus/ISIC_0015150.jpg,-0.25623640418052673,-0.3076052665710449
data/test/nevus/ISIC_0015152.jpg,-0.4088786542415619,-0.3697466552257538
data/test/nevus/ISIC_0015139.jpg,-0.37548238039016724,-0.5191912055015564
data/test/nevus/ISIC_0015171.jpg,-0.19689220190048218,-0.23104169964790344
data/test/nevus/ISIC_0015157.jpg,-0.14001259207725525,-0.14808505773544312
data/test/nevus/ISIC_0015160.jpg,-0.22197118401527405,-0.3208583891391754
data/test/nevus/ISIC_0015173.jpg,-0.27303504943847656,-0.3778388798236847
data/test/nevus/ISIC_0015161.jpg,-0.2779630720615387,-0.27677953243255615
data/test/nevus/ISIC_0015174.jpg,-0.16970252990722656,-0.30356404185295105
data/test/nevus/ISIC_0015207.jpg,-0.32791954278945923,-0.20044006407260895
data/test/nevus/ISIC_0015184.jpg,-0.2443530261516571,-0.38277557492256165
data/test/nevus/ISIC_0015179.jpg,-0.19080781936645508,-0.31224507093429565
data/test/nevus/ISIC_0015176.jpg,-0.3220732808113098,-0.36891883611679077
data/test/nevus/ISIC_0015201.jpg,-0.36942505836486816,-0.3762047588825226
data/test/nevus/ISIC_0015202.jpg,-0.4062374234199524,-0.4255824685096741
data/test/nevus/ISIC_0015203.jpg,-0.303553968667984,-0.3245334327220917
data/test/nevus/ISIC_0015215.jpg,-0.2962496280670166,-0.275473415851593
data/test/nevus/ISIC_0015217.jpg,-0.27562832832336426,-0.27603164315223694
data/test/nevus/ISIC_0015237.jpg,-0.30051422119140625,-0.31332501769065857
data/test/nevus/ISIC_0015216.jpg,-0.40904808044433594,-0.3043054938316345
data/test/nevus/ISIC_0015226.jpg,-0.34190404415130615,-0.30120232701301575
data/test/nevus/ISIC_0015223.jpg,-0.23310178518295288,-0.3833326995372772
data/test/nevus/ISIC_0015224.jpg,-0.38806354999542236,-0.4048978388309479
data/test/nevus/ISIC_0015232.jpg,-0.24757146835327148,-0.2646028697490692
data/test/nevus/ISIC_0015208.jpg,-0.2347414791584015,-0.24253208935260773
data/test/nevus/ISIC_0015241.jpg,-0.31180912256240845,-0.4007488787174225
data/test/nevus/ISIC_0015218.jpg,-0.3089936375617981,-0.28761276602745056
data/test/nevus/ISIC_0015212.jpg,-0.16092312335968018,-0.3634955585002899
data/test/nevus/ISIC_0015244.jpg,-0.34831714630126953,-0.32347697019577026
data/test/nevus/ISIC_0015245.jpg,-0.29418689012527466,-0.3111172616481781
data/test/nevus/ISIC_0015250.jpg,-0.2741525173187256,-0.35320162773132324
data/test/nevus/ISIC_0015258.jpg,-0.3594539761543274,-0.4502106010913849
data/test/nevus/ISIC_0015254.jpg,-0.2893678545951843,-0.2747742831707001
data/test/nevus/ISIC_0015255.jpg,-0.31465739011764526,-0.37187936902046204
data/test/nevus/ISIC_0015270.jpg,-0.26457592844963074,-0.35767659544944763
data/test/nevus/ISIC_0015264.jpg,-0.2739519476890564,-0.30766910314559937
data/test/nevus/ISIC_0015273.jpg,-0.21686917543411255,-0.3805544376373291
data/test/nevus/ISIC_0015274.jpg,-0.32869836688041687,-0.23006339371204376
data/test/nevus/ISIC_0015276.jpg,-0.1889159083366394,-0.32897111773490906
data/test/nevus/ISIC_0015283.jpg,-0.2966376841068268,-0.46254852414131165
data/test/nevus/ISIC_0015279.jpg,-0.445017546415329,-0.30244362354278564
data/test/nevus/ISIC_0015293.jpg,-0.30252605676651,-0.36881452798843384
data/test/nevus/ISIC_0015291.jpg,-0.21071386337280273,-0.21662995219230652
data/test/nevus/ISIC_0015298.jpg,-0.2995576560497284,-0.3516017496585846
data/test/nevus/ISIC_0015330.jpg,-0.3992069363594055,-0.3791145980358124
data/test/nevus/ISIC_0015310.jpg,-0.17950451374053955,-0.2510852515697479
data/test/nevus/ISIC_0015309.jpg,-0.38459479808807373,-0.46934306621551514
data/test/nevus/ISIC_0015312.jpg,-0.257885605096817,-0.39608442783355713
data/test/nevus/ISIC_0015311.jpg,-0.27660173177719116,-0.27493587136268616
data/test/nevus/ISIC_0015331.jpg,-0.16507133841514587,-0.21429413557052612
data/test/nevus/ISIC_0015347.jpg,-0.34552937746047974,-0.3801095485687256
data/test/nevus/ISIC_0015353.jpg,-0.3264164924621582,-0.3325299620628357
data/test/nevus/ISIC_0015355.jpg,-0.34937530755996704,-0.351980060338974
data/test/nevus/ISIC_0015395.jpg,-0.3662611246109009,-0.46497705578804016
data/test/nevus/ISIC_0015403.jpg,-0.20535990595817566,-0.25545021891593933
data/test/nevus/ISIC_0015363.jpg,-0.3550679087638855,-0.35637137293815613
data/test/nevus/ISIC_0015386.jpg,-0.3497564196586609,-0.40465858578681946
data/test/nevus/ISIC_0015357.jpg,-0.1873612403869629,-0.2558339536190033
data/test/nevus/ISIC_0015417.jpg,-0.24828559160232544,-0.3553910553455353
